dataset,mode,fold,run_index,family_id,family_label,result_type,result_label,rmse_raw,rmse_model_space,standardized_targets,source,entry_id,entry_label
califonia_housing,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.9214873909950256,0.7962710857391357,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
califonia_housing,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,0.4533509910106659,0.3917474150657654,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
califonia_housing,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.45118722319602966,0.38987767696380615,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
califonia_housing,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.4525595009326935,0.39106348156929016,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
califonia_housing,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.45122700929641724,0.38991203904151917,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
califonia_housing,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,0.5632207989692688,0.48814770579338074,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
califonia_housing,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,0.6455302238464355,0.5594858527183533,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
califonia_housing,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.5659582018852234,0.4905202388763428,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
califonia_housing,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.5320349335670471,0.4611186385154724,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
califonia_housing,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,0.46327540278434753,0.40152424573898315,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
califonia_housing,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.4763062298297882,0.41281819343566895,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
califonia_housing,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.4544522762298584,0.393877238035202,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
califonia_housing,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.4597170352935791,0.3984402120113373,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
califonia_housing,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,0.6138898730278015,0.5327070951461792,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
califonia_housing,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,0.59871906042099,0.5195425152778625,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
califonia_housing,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.6825910806655884,0.5923230051994324,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
califonia_housing,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.5474094748497009,0.4750182032585144,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
califonia_housing,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,0.44816961884498596,0.3889021873474121,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
califonia_housing,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.44726404547691345,0.38811635971069336,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
califonia_housing,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.4635428190231323,0.40224242210388184,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
califonia_housing,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.4552750587463379,0.3950679898262024,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
diabets,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,49.9118766784668,0.639388382434845,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
diabets,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,50.98168182373047,0.6530929207801819,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
diabets,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,49.847171783447266,0.6385595202445984,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
diabets,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,50.84443283081055,0.6513347625732422,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
diabets,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,55.905818939208984,0.7161729335784912,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
diabets,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,54.41975402832031,0.6971359252929688,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
diabets,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,55.872406005859375,0.7157448530197144,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
diabets,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,54.44165802001953,0.6974164247512817,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
diabets,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,53.146427154541016,0.6957692503929138,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
diabets,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,53.34278106689453,0.6983398795127869,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
diabets,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,53.28597640991211,0.6975962519645691,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
diabets,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,53.03883361816406,0.6943607926368713,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
diabets,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,59.350990295410156,0.7769967317581177,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
diabets,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,57.817081451416016,0.7569153904914856,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
diabets,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,59.098812103271484,0.7736952900886536,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
diabets,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,58.150909423828125,0.7612857818603516,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
diabets,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,60.52315139770508,0.7780221104621887,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
diabets,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,57.12474060058594,0.7343357801437378,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
diabets,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,60.540794372558594,0.7782489061355591,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
diabets,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,58.19892120361328,0.7481442093849182,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
diabets,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,63.05430603027344,0.8105599284172058,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
diabets,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,57.520233154296875,0.7394197583198547,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
diabets,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,63.076358795166016,0.8108434677124023,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
diabets,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,58.59522247314453,0.7532386183738708,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
diabets,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,52.62146759033203,0.694141685962677,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
diabets,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,53.65137481689453,0.7077274322509766,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
diabets,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,52.780067443847656,0.696233868598938,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
diabets,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,53.215232849121094,0.7019742131233215,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
diabets,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,60.39466094970703,0.7966796159744263,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
diabets,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,56.904518127441406,0.750640332698822,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
diabets,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,60.17308044433594,0.7937567830085754,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
diabets,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,57.220314025878906,0.7548061013221741,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
diabets,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,56.079750061035156,0.7249046564102173,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
diabets,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,56.016075134277344,0.7240815758705139,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
diabets,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,56.26613235473633,0.7273139357566833,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
diabets,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,57.726200103759766,0.746187150478363,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
diabets,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,56.805789947509766,0.7342897057533264,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
diabets,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,56.58808135986328,0.7314755916595459,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
diabets,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,56.010616302490234,0.7240110039710999,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
diabets,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,55.92356872558594,0.7228859066963196,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
abalone,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,2.2007133960723877,0.6861483454704285,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
abalone,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,2.1015050411224365,0.6552166938781738,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
abalone,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.2124454975128174,0.6898062229156494,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
abalone,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.1152162551879883,0.6594916582107544,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
abalone,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,2.282468318939209,0.711638331413269,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
abalone,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.1731455326080322,0.6775530576705933,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
abalone,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.2934539318084717,0.7150633335113525,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
abalone,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.2114808559417725,0.6895054578781128,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
abalone,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,2.077643394470215,0.6340172290802002,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
abalone,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,2.0449743270874023,0.6240478157997131,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
abalone,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.07197904586792,0.6322886347770691,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
abalone,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.053752899169922,0.6267267465591431,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
abalone,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,2.140523672103882,0.6532058715820312,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
abalone,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.092637777328491,0.6385929584503174,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
abalone,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.1337170600891113,0.6511287689208984,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
abalone,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.084590196609497,0.6361371278762817,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
abalone,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,2.3110151290893555,0.7277299761772156,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
abalone,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,2.2088305950164795,0.6955523490905762,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
abalone,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.3314402103424072,0.7341616749763489,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
abalone,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.232236623764038,0.7029229402542114,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
abalone,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,2.3722822666168213,0.7470227479934692,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
abalone,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.241624116897583,0.7058789730072021,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
abalone,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.3778762817382812,0.7487842440605164,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
abalone,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.2963109016418457,0.7230995893478394,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
abalone,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,2.2450456619262695,0.7096612453460693,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
abalone,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,2.2573068141937256,0.7135370373725891,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
abalone,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.2537832260131836,0.7124232649803162,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
abalone,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.188992738723755,0.6919428706169128,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
abalone,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,2.367141008377075,0.7482557892799377,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
abalone,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.323265790939331,0.7343867421150208,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
abalone,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.3650453090667725,0.7475932836532593,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
abalone,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.2976174354553223,0.7262793183326721,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
abalone,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,1.9345409870147705,0.5871395468711853,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
abalone,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,1.8759353160858154,0.5693525671958923,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
abalone,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,1.9367061853408813,0.5877967476844788,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
abalone,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.8821333646774292,0.5712336897850037,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
abalone,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,2.0009043216705322,0.6072810292243958,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
abalone,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.9335978031158447,0.5868533253669739,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
abalone,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.985814094543457,0.6027011275291443,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
abalone,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.919866919517517,0.5826859474182129,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
body_fat,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,0.011874930001795292,0.6527619361877441,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
body_fat,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,0.009840157814323902,0.5409108996391296,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
body_fat,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.01215129904448986,0.6679534316062927,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
body_fat,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.009662828408181667,0.5311630368232727,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
body_fat,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,0.014893608167767525,0.8186975717544556,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
body_fat,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.01258192677050829,0.69162517786026,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
body_fat,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.014867271296679974,0.817249596118927,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
body_fat,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.012675788253545761,0.6967846155166626,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
body_fat,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,0.009818284772336483,0.49819085001945496,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
body_fat,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,0.0098325340077281,0.49891406297683716,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
body_fat,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.009830418974161148,0.4988063871860504,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
body_fat,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.01020241342484951,0.5176814198493958,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
body_fat,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,0.011563281528651714,0.5867334008216858,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
body_fat,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.010047932155430317,0.5098432898521423,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
body_fat,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.011567668989300728,0.586956262588501,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
body_fat,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.009933797642588615,0.5040516257286072,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
body_fat,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,0.011511328630149364,0.6163659691810608,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
body_fat,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,0.01069600973278284,0.5727105736732483,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
body_fat,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.011558395810425282,0.6188862323760986,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
body_fat,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.010568383149802685,0.5658764243125916,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
body_fat,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,0.012672245502471924,0.6785262227058411,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
body_fat,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.010970770381391048,0.5874230265617371,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
body_fat,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.012689166702330112,0.6794331669807434,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
body_fat,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.011063380166888237,0.5923808813095093,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
body_fat,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,0.013074119575321674,0.7142131328582764,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
body_fat,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,0.01191177498549223,0.6507163643836975,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
body_fat,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.013098654337227345,0.7155529856681824,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
body_fat,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.011449940502643585,0.6254869699478149,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
body_fat,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,0.01402474194765091,0.7661436796188354,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
body_fat,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.012425093911588192,0.6787574887275696,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
body_fat,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.014031695201992989,0.7665231227874756,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
body_fat,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.01218483503907919,0.6656332015991211,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
body_fat,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,0.009844857268035412,0.5124037861824036,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
body_fat,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,0.010802899487316608,0.5622679591178894,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
body_fat,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.009893259033560753,0.5149227976799011,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
body_fat,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.010502864606678486,0.5466517210006714,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
body_fat,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,0.012831142172217369,0.6678335666656494,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
body_fat,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.012338227592408657,0.6421788334846497,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
body_fat,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.01287445705384016,0.670087993144989,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
body_fat,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.012463812716305256,0.6487147212028503,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
airfoil,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,1.9564547538757324,0.28551584482192993,True,nnknn,softmax:pure,NN-kNN (softmax) - pure
