dataset,family_id,family_label,result_type,result_label,num_folds,rmse_raw_mean,rmse_raw_std,rmse_raw_table,mode,source,entry_id,entry_label
wine,mlp,MLP,baseline,MLP,5,0.6664156913757324,0.023651578813650907,0.6664 +/- 0.0237,kfold,baseline,mlp,MLP
califonia_housing,softmax,NN-kNN (softmax),pure,pure,5,0.5927129864692688,0.011478678648155164,0.5927 +/- 0.0115,,nnknn,softmax:pure,NN-kNN (softmax) - pure
califonia_housing,softmax,NN-kNN (softmax),adaptation,adaptation,5,0.5471866011619568,0.010433290234403286,0.5472 +/- 0.0104,,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
califonia_housing,softmax_locality,NN-kNN (softmax) + locality,locality,locality,5,0.6517468452453613,0.03198295580926668,0.6517 +/- 0.0320,,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
califonia_housing,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,5,0.7589977145195007,0.30487642144104,0.7590 +/- 0.3049,,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
califonia_housing,sparsemax,NN-kNN (sparsemax),pure,pure,5,0.4532723367214203,0.01641834041868993,0.4533 +/- 0.0164,,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
califonia_housing,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,5,0.4539069414138794,0.015421647613722144,0.4539 +/- 0.0154,,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
califonia_housing,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,5,0.4496191620826721,0.014581317003570307,0.4496 +/- 0.0146,,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
califonia_housing,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,5,0.45406989455223085,0.02093081131444238,0.4541 +/- 0.0209,,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
diabets,softmax,NN-kNN (softmax),pure,pure,5,54.42619934082031,3.2416660292013257,54.4262 +/- 3.2417,,nnknn,softmax:pure,NN-kNN (softmax) - pure
diabets,softmax,NN-kNN (softmax),adaptation,adaptation,5,54.21607894897461,2.307437289776469,54.2161 +/- 2.3074,,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
diabets,softmax_locality,NN-kNN (softmax) + locality,locality,locality,5,54.46191329956055,3.1953856125379794,54.4619 +/- 3.1954,,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
diabets,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,5,54.95708389282227,1.5564230427238475,54.9571 +/- 1.5564,,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
diabets,sparsemax,NN-kNN (sparsemax),pure,pure,5,62.439185333251956,2.705279329242203,62.4392 +/- 2.7053,,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
diabets,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,5,60.089028930664064,2.253663718925184,60.0890 +/- 2.2537,,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
diabets,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,5,62.319384002685545,2.849141831507686,62.3194 +/- 2.8491,,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
diabets,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,5,59.5775634765625,2.4125935914555914,59.5776 +/- 2.4126,,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
abalone,softmax,NN-kNN (softmax),pure,pure,5,2.1470792293548584,0.11892113632850437,2.1471 +/- 0.1189,,nnknn,softmax:pure,NN-kNN (softmax) - pure
abalone,softmax,NN-kNN (softmax),adaptation,adaptation,5,2.0813689470291137,0.10477039844679134,2.0814 +/- 0.1048,,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
abalone,softmax_locality,NN-kNN (softmax) + locality,locality,locality,5,2.152807855606079,0.11189448601357484,2.1528 +/- 0.1119,,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
abalone,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,5,2.0850940465927126,0.11088424273885754,2.0851 +/- 0.1109,,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
abalone,sparsemax,NN-kNN (sparsemax),pure,pure,5,2.2330817699432375,0.09252966389575143,2.2331 +/- 0.0925,,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
abalone,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,5,2.1667001724243162,0.10869510001013803,2.1667 +/- 0.1087,,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
abalone,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,5,2.226058769226074,0.09580291364877715,2.2261 +/- 0.0958,,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality
abalone,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,5,2.158480739593506,0.10794879013227095,2.1585 +/- 0.1079,,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation
body_fat,softmax,NN-kNN (softmax),pure,pure,5,0.011318210698664188,0.001631575655596043,0.0113 +/- 0.0016,,nnknn,softmax:pure,NN-kNN (softmax) - pure
body_fat,softmax,NN-kNN (softmax),adaptation,adaptation,5,0.01054835170507431,0.001252093189229023,0.0105 +/- 0.0013,,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation
body_fat,softmax_locality,NN-kNN (softmax) + locality,locality,locality,5,0.011338124796748162,0.001626313394636329,0.0113 +/- 0.0016,,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality
body_fat,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,5,0.01080702617764473,0.0011502505540929035,0.0108 +/- 0.0012,,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation
body_fat,sparsemax,NN-kNN (sparsemax),pure,pure,5,0.01279203649610281,0.00157186859188775,0.0128 +/- 0.0016,,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure
body_fat,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,5,0.01174434069544077,0.001109254595131607,0.0117 +/- 0.0011,,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation
