dataset,mode,fold,run_index,family_id,family_label,result_type,result_label,rmse_raw,rmse_model_space,standardized_targets,source,entry_id,entry_label,resume_source
califonia_housing,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,0.5812470316886902,0.5032387971878052,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
califonia_housing,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,0.5417761206626892,0.46906518936157227,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
califonia_housing,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.5977310538291931,0.5175104737281799,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
califonia_housing,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.5491901636123657,0.4754842221736908,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
califonia_housing,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,0.4627971053123474,0.4006858766078949,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
califonia_housing,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.46481242775917053,0.4024306535720825,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
califonia_housing,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.45344892144203186,0.39259225130081177,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
califonia_housing,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.4536967873573303,0.39280685782432556,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
califonia_housing,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,0.6096762418746948,0.52726149559021,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
califonia_housing,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,0.5616682767868042,0.4857431650161743,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
califonia_housing,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.6736593246459961,0.5825955271720886,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
califonia_housing,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.8761283755302429,0.7576953172683716,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
califonia_housing,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,0.46504294872283936,0.40217944979667664,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
califonia_housing,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.465828537940979,0.4028588831424713,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
califonia_housing,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.4650849997997284,0.4022158086299896,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
califonia_housing,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.4849730134010315,0.4194154441356659,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
califonia_housing,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,0.5976507663726807,0.518958330154419,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
califonia_housing,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,0.5508153438568115,0.4782896935939789,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
califonia_housing,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.6482046246528625,0.5628557801246643,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
califonia_housing,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.5899990797042847,0.5123140811920166,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
califonia_housing,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,0.4639659523963928,0.40287575125694275,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
califonia_housing,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.4612804651260376,0.40054383873939514,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
califonia_housing,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.4573321044445038,0.3971153497695923,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
califonia_housing,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.45920437574386597,0.39874112606048584,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
diabets,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,51.83293914794922,0.6766642332077026,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
diabets,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,53.2005500793457,0.6945180296897888,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
diabets,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,52.116031646728516,0.680359959602356,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
diabets,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,54.53105163574219,0.7118873000144958,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
diabets,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,61.152801513671875,0.7983323335647583,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
diabets,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,59.35345458984375,0.7748424410820007,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
diabets,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,60.86690139770508,0.7946000099182129,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
diabets,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,58.77012634277344,0.7672272324562073,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
diabets,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,58.22795867919922,0.7570012211799622,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
diabets,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,56.771915435791016,0.7380717396736145,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
diabets,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,58.019805908203125,0.7542952299118042,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
diabets,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,57.209407806396484,0.7437595129013062,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
diabets,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,65.0130844116211,0.8452122807502747,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
diabets,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,60.17454147338867,0.7823081016540527,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
diabets,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,65.00055694580078,0.8450496196746826,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
diabets,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,59.58531951904297,0.7746478319168091,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
diabets,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,56.2552375793457,0.7285922169685364,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
diabets,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,54.3708610534668,0.7041866779327393,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
diabets,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,56.26976776123047,0.7287805080413818,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
diabets,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,55.372474670410156,0.7171590924263,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
diabets,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,64.65705108642578,0.837408721446991,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
diabets,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,63.36178970336914,0.8206331133842468,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
diabets,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,64.67291259765625,0.8376141786575317,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
diabets,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,62.42196273803711,0.8084608316421509,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
diabets,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,50.36808776855469,0.6437980532646179,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
diabets,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,50.891353607177734,0.6504862904548645,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
diabets,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,50.226905822753906,0.6419934630393982,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
diabets,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,52.9007682800293,0.6761704683303833,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
diabets,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,62.9149055480957,0.804169774055481,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
diabets,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,60.45359420776367,0.7727096676826477,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
diabets,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,62.896480560302734,0.8039342164993286,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
diabets,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,61.05013656616211,0.7803345918655396,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
diabets,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,55.446773529052734,0.7245469093322754,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
diabets,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,55.8457145690918,0.7297601103782654,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
diabets,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,55.67705535888672,0.7275561094284058,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
diabets,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,54.7717170715332,0.7157256603240967,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
diabets,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,58.45808410644531,0.7638970017433167,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
diabets,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,57.10176467895508,0.7461734414100647,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
diabets,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,58.16006851196289,0.7600027322769165,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
diabets,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,56.060272216796875,0.732563853263855,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
abalone,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,2.00760817527771,0.617066502571106,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
abalone,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,1.926688551902771,0.5921947956085205,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
abalone,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.0232770442962646,0.6218826770782471,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
abalone,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.9228407144546509,0.5910121202468872,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
abalone,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,2.1498477458953857,0.6607859134674072,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
abalone,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.028693199157715,0.623547375202179,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
abalone,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.1430702209472656,0.6587026715278625,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
abalone,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.024942398071289,0.6223945021629333,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
abalone,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,2.1241519451141357,0.658169686794281,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
abalone,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,2.0958337783813477,0.6493952870368958,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
abalone,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.1407225131988525,0.6633040904998779,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
abalone,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.1066465377807617,0.6527456045150757,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
abalone,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,2.2229249477386475,0.6887745261192322,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
abalone,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.163104772567749,0.6702392101287842,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
abalone,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.2208259105682373,0.6881241202354431,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
abalone,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.165874481201172,0.671097457408905,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
abalone,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,2.065120220184326,0.643680214881897,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
abalone,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,2.0404438972473145,0.6359888911247253,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
abalone,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.0684151649475098,0.6447073221206665,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
abalone,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.0314955711364746,0.6331997513771057,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
abalone,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,2.1376845836639404,0.6662979125976562,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
abalone,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.1054327487945557,0.6562453508377075,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
abalone,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.1232528686523438,0.6617997884750366,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
abalone,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.0903666019439697,0.6515493392944336,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
abalone,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,2.2662103176116943,0.6995735168457031,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
abalone,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,2.14285945892334,0.6614953875541687,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
abalone,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.2500786781311035,0.6945936679840088,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
abalone,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.1643314361572266,0.6681238412857056,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
abalone,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,2.3153347969055176,0.7147380709648132,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
abalone,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.224158525466919,0.6865922212600708,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
abalone,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.299396514892578,0.7098180651664734,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
abalone,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.2045373916625977,0.6805351972579956,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
abalone,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,2.272305488586426,0.712034285068512,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
abalone,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,2.201019048690796,0.6896964907646179,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
abalone,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.281545877456665,0.7149298191070557,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
abalone,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.2001559734344482,0.6894260048866272,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
abalone,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,2.3396167755126953,0.7331265211105347,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
abalone,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,2.3121116161346436,0.7245076894760132,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
abalone,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.3437483310699463,0.7344211339950562,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
abalone,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,2.306682825088501,0.7228065729141235,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
body_fat,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,0.012046562507748604,0.6379914879798889,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
body_fat,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,0.011461181566119194,0.6069894433021545,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
body_fat,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.012082385830581188,0.6398886442184448,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
body_fat,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.011671841144561768,0.6181466579437256,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
body_fat,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,0.013408915139734745,0.7101426124572754,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
body_fat,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.012270639650523663,0.6498588919639587,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
body_fat,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.013420574367046356,0.7107601165771484,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
body_fat,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.012610996142029762,0.6678844690322876,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
body_fat,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,0.011120552197098732,0.5784966349601746,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
body_fat,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,0.00940853450447321,0.489436537027359,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
body_fat,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.011157452128827572,0.5804160237312317,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
body_fat,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.010246021673083305,0.5330023765563965,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
body_fat,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,0.01144658587872982,0.5954564213752747,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
body_fat,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.010697501711547375,0.5564888715744019,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
body_fat,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.011491040699183941,0.5977694392204285,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
body_fat,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.010026768781244755,0.5215968489646912,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
body_fat,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,0.012982483953237534,0.7305177450180054,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
body_fat,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,0.010822515934705734,0.6089768409729004,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
body_fat,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.012959578074514866,0.7292285561561584,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
body_fat,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.011234575882554054,0.6321635246276855,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
body_fat,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,0.01509817410260439,0.8495668172836304,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
body_fat,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.013100514188408852,0.7371587157249451,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
body_fat,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.015102198347449303,0.8497927188873291,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
body_fat,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.013665176928043365,0.7689322829246521,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
body_fat,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,0.008655504323542118,0.4506773352622986,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
body_fat,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,0.00909959152340889,0.47380000352859497,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
body_fat,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.008668153546750546,0.4513362646102905,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
body_fat,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.00906667672097683,0.4720863997936249,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
body_fat,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,0.011251695454120636,0.5858568549156189,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
body_fat,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.01050172932446003,0.5468073487281799,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
